fixed acidity;volatile acidity;citric acid;residual sugar;chlorides;free sulfur dioxide;total sulfur dioxide;density;pH;sulphates;alcohol;quality
43350.00;0.35;0.46;43254.00;0.08;15.00;37.00;1.00;12844.00;0.86;43324.00;8.00
43349.00;0.54;0.04;3.00;0.08;7.00;27.00;1.00;25263.00;0.91;43199.00;6.00
43231.00;0.18;0.51;4.00;0.10;4.00;23.00;1.00;46813.00;0.97;43110.00;6.00
43350.00;0.55;0.06;4.00;0.09;27.00;61.00;1.00;13210.00;0.67;43291.00;6.00
43231.00;0.18;0.51;4.00;0.10;4.00;23.00;1.00;46813.00;0.97;43110.00;6.00
43353.00;0.37;0.58;4.00;0.07;17.00;65.00;1.00;44621.00;0.78;43110.00;5.00
43198.00;0.72;0.20;43192.00;0.08;10.00;38.00;1.00;11383.00;0.64;43199.00;5.00
43227.00;0.65;0.18;7.00;0.09;27.00;94.00;1.00;13940.00;0.77;43199.00;5.00
43350.00;0.55;0.06;4.00;0.09;27.00;61.00;1.00;13210.00;0.67;43291.00;6.00
43349.00;0.54;0.04;3.00;0.08;7.00;27.00;1.00;25263.00;0.91;43199.00;6.00
43231.00;0.18;0.51;4.00;0.10;4.00;23.00;1.00;46813.00;0.97;43110.00;6.00
43169.00;0.32;0.45;43196.00;0.07;5.00;13.00;1.00;44986.00;0.82;43263.00;8.00
43351.00;0.40;0.32;43256.00;0.09;10.00;47.00;1.00;13940.00;0.77;43230.00;7.00
43201.00;0.26;0.44;43254.00;0.07;6.00;19.00;1.00;43437.00;0.82;43168.00;6.00
43288.00;0.27;0.68;43223.00;0.36;5.00;10.00;1.00;45717.00;43313.00;43352.00;7.00
43258.00;0.52;0.12;3.00;0.07;12.00;53.00;1.00;13210.00;0.57;43109.00;5.00
43351.00;0.40;0.32;43256.00;0.09;10.00;47.00;1.00;13940.00;0.77;43230.00;7.00
43352.00;0.59;0.07;43193.00;0.10;32.00;71.00;1.00;11383.00;0.71;43321.00;5.00
43352.00;0.59;0.07;43193.00;0.10;32.00;71.00;1.00;11383.00;0.71;43321.00;5.00
12.00;0.45;0.55;2.00;0.07;25.00;49.00;1.00;43103.00;0.76;43169.00;6.00
43227.00;0.40;0.12;3.00;0.09;29.00;53.00;1.00;13575.00;0.70;43169.00;6.00
43289.00;0.52;0.09;43222.00;0.09;20.00;49.00;1.00;12479.00;0.86;43261.00;7.00
43262.00;0.42;0.53;43162.00;0.11;33.00;98.00;1.00;43134.00;0.95;43140.00;5.00
43289.00;0.52;0.09;43222.00;0.09;20.00;49.00;1.00;12479.00;0.86;43261.00;7.00
11.00;0.20;0.48;2.00;0.34;6.00;18.00;1.00;43162.00;0.71;43230.00;5.00
43200.00;0.55;0.23;43283.00;0.09;18.00;48.00;1.00;44621.00;0.64;43169.00;6.00
43349.00;0.36;0.25;43192.00;0.10;5.00;16.00;1.00;15036.00;0.60;43110.00;6.00
43172.00;0.34;0.52;43134.00;0.09;17.00;53.00;1.00;43223.00;0.81;43229.00;6.00
43322.00;0.50;0.46;43222.00;0.07;5.00;27.00;1.00;43223.00;0.64;43229.00;5.00
43261.00;0.83;0.37;43253.00;0.09;26.00;70.00;1.00;42430.00;0.52;43352.00;5.00
43107.00;0.63;0.06;2.00;0.08;8.00;29.00;1.00;24532.00;0.73;43260.00;5.00
43138.00;0.65;0.02;43161.00;0.09;5.00;31.00;1.00;24532.00;0.80;43290.00;5.00
43349.00;0.67;0.06;43102.00;0.08;8.00;33.00;1.00;24898.00;0.71;43260.00;5.00
43227.00;0.53;0.06;43253.00;0.09;20.00;44.00;1.00;13940.00;0.59;43291.00;6.00
43111.00;0.18;0.48;43221.00;0.07;7.00;15.00;1.00;44621.00;0.64;43110.00;6.00
43167.00;0.71;0.12;43253.00;0.09;12.00;28.00;1.00;18688.00;0.72;10.00;5.00
43197.00;0.67;0.12;43252.00;0.19;5.00;21.00;1.00;14305.00;0.54;43229.00;5.00
43198.00;0.65;0.60;43102.00;0.11;12.00;90.00;1.00;43134.00;0.52;43140.00;5.00
43169.00;0.53;0.48;43222.00;0.06;6.00;25.00;1.00;43437.00;0.59;43168.00;6.00
43258.00;0.62;0.32;43133.00;0.08;7.00;54.00;1.00;13210.00;0.52;43199.00;5.00
43169.00;0.41;0.42;43192.00;0.21;6.00;14.00;1.00;43525.00;0.62;43229.00;6.00
43169.00;0.43;0.44;43192.00;0.21;5.00;12.00;1.00;43525.00;0.63;43229.00;6.00
43197.00;0.29;0.38;43282.00;0.06;9.00;30.00;1.00;15036.00;0.53;43229.00;6.00
43169.00;0.53;0.48;43222.00;0.06;6.00;25.00;1.00;43437.00;0.59;43168.00;6.00
43350.00;0.53;0.24;2.00;0.07;15.00;105.00;1.00;46447.00;0.54;43199.00;6.00
9.00;0.46;0.31;43314.00;0.09;19.00;98.00;1.00;11749.00;0.63;43229.00;6.00
43259.00;0.47;0.30;3.00;0.08;30.00;135.00;1.00;43162.00;0.53;43199.00;5.00
43197.00;0.36;0.29;43253.00;0.09;26.00;72.00;1.00;14305.00;0.68;11.00;5.00
43107.00;0.35;0.29;43222.00;0.10;20.00;53.00;1.00;15401.00;0.65;11.00;6.00
43260.00;0.56;0.23;43193.00;0.10;37.00;92.00;1.00;43162.00;0.65;43110.00;5.00
43260.00;0.77;0.12;43345.00;0.08;30.00;74.00;1.00;43162.00;0.64;43200.00;6.00
43321.00;0.66;0.39;43134.00;0.08;21.00;59.00;1.00;13575.00;0.71;43231.00;7.00
43260.00;0.77;0.12;43345.00;0.08;30.00;74.00;1.00;43162.00;0.64;43200.00;6.00
43321.00;0.66;0.39;43134.00;0.08;21.00;59.00;1.00;13575.00;0.71;43231.00;7.00
43168.00;0.61;0.26;43193.00;0.09;25.00;87.00;1.00;45352.00;0.62;43290.00;5.00
43319.00;0.62;0.05;43161.00;0.08;6.00;18.00;1.00;47178.00;0.63;43168.00;5.00
43169.00;0.59;0.42;43314.00;0.09;35.00;73.00;1.00;46813.00;0.70;43229.00;6.00
10.00;0.49;0.20;11.00;0.07;13.00;50.00;1.00;42430.00;0.69;43140.00;6.00
10.00;0.49;0.20;11.00;0.07;13.00;50.00;1.00;42430.00;0.69;43140.00;6.00
43262.00;0.53;0.66;23802.00;0.12;6.00;14.00;1.00;43223.00;0.74;43231.00;7.00
43169.00;0.44;0.50;43224.00;0.11;5.00;13.00;1.00;46813.00;0.83;43231.00;5.00
43203.00;0.27;0.62;43253.00;0.08;6.00;21.00;1.00;42430.00;0.67;43290.00;6.00
43291.00;0.46;0.39;2.00;0.06;7.00;15.00;1.00;43160.00;0.62;43229.00;5.00
43141.00;0.36;0.64;43345.00;0.12;10.00;41.00;1.00;44986.00;0.66;43232.00;6.00
43141.00;0.36;0.64;43345.00;0.12;10.00;41.00;1.00;44986.00;0.66;43232.00;6.00
8.00;0.58;0.28;43134.00;0.07;21.00;114.00;1.00;44621.00;0.54;43199.00;6.00
43198.00;0.56;0.08;43102.00;0.11;16.00;44.00;1.00;41334.00;0.52;11.00;5.00
43350.00;0.65;0.01;43222.00;0.08;17.00;38.00;1.00;12479.00;0.74;43292.00;7.00
43354.00;0.70;0.53;43193.00;0.13;7.00;21.00;1.00;42795.00;0.84;43143.00;7.00
43351.00;0.43;0.45;43344.00;0.05;6.00;16.00;0.99;12844.00;0.70;43232.00;6.00
43319.00;0.43;0.32;43314.00;0.08;29.00;58.00;1.00;11383.00;0.64;43169.00;5.00
43202.00;0.49;0.58;3.00;0.10;28.00;99.00;1.00;42430.00;1.00;43231.00;6.00
43232.00;0.28;0.54;43161.00;0.08;12.00;29.00;1.00;43407.00;13150.00;43321.00;7.00
43143.00;0.34;0.50;43192.00;0.07;10.00;21.00;1.00;43437.00;43101.00;43140.00;6.00
43261.00;0.42;0.48;43283.00;0.07;5.00;18.00;1.00;44256.00;0.87;43170.00;6.00
43353.00;0.39;0.47;43313.00;0.12;6.00;14.00;1.00;43162.00;0.75;43321.00;6.00
43353.00;0.39;0.47;43313.00;0.12;6.00;14.00;1.00;43162.00;0.75;43321.00;6.00
43354.00;0.57;0.50;43253.00;0.08;6.00;32.00;1.00;43437.00;0.78;43291.00;6.00
7.00;0.69;0.00;43344.00;0.07;40.00;63.00;1.00;43254.00;0.81;43352.00;5.00
43257.00;0.82;0.02;43283.00;0.07;17.00;34.00;1.00;21245.00;0.89;43171.00;7.00
43325.00;0.49;0.67;3.00;0.09;6.00;15.00;1.00;43134.00;0.93;12.00;6.00
43260.00;0.56;0.31;43314.00;0.09;15.00;46.00;1.00;43407.00;0.92;10.00;6.00
43109.00;0.79;0.00;43253.00;0.09;11.00;28.00;1.00;13210.00;0.86;43199.00;6.00
43291.00;0.67;0.22;43283.00;0.11;17.00;34.00;1.00;46813.00;0.98;43352.00;6.00
43109.00;0.80;0.00;43253.00;0.10;11.00;26.00;1.00;12844.00;0.83;43199.00;6.00
43288.00;0.67;0.00;43192.00;0.09;8.00;19.00;1.00;46447.00;0.73;43168.00;5.00
43233.00;0.53;0.79;43316.00;0.12;23.00;77.00;1.00;43160.00;0.77;13.00;5.00
43106.00;0.21;0.40;43191.00;0.07;40.50;165.00;0.99;45717.00;0.59;43354.00;6.00
43287.00;0.75;0.01;43192.00;0.08;17.00;32.00;1.00;20149.00;0.61;43324.00;6.00
43231.00;0.41;0.52;3.00;0.08;29.00;55.00;1.00;46082.00;0.88;11.00;5.00
43230.00;0.42;0.66;34731.00;0.12;12.00;29.00;1.00;45352.00;0.75;43292.00;7.00
43354.00;0.43;0.66;43103.00;0.11;10.00;23.00;1.00;42064.00;0.85;43200.00;7.00
43263.00;0.38;0.66;43253.00;0.09;10.00;41.00;1.00;42795.00;0.68;43321.00;6.00
43139.00;0.70;0.23;2.00;0.10;14.00;81.00;1.00;43525.00;0.70;43199.00;5.00
43259.00;0.45;0.31;43253.00;0.09;21.00;50.00;1.00;13575.00;0.91;43352.00;6.00
43354.00;0.58;0.66;43222.00;0.07;6.00;37.00;1.00;43223.00;0.56;10.00;5.00
43232.00;0.46;0.63;2.00;0.07;6.00;15.00;1.00;36192.00;0.87;43141.00;5.00
43324.00;0.62;0.66;43317.00;0.08;7.00;42.00;1.00;43284.00;0.73;10.00;7.00
10.00;0.42;0.50;43193.00;0.11;7.00;21.00;1.00;46082.00;0.93;43323.00;6.00
43324.00;0.62;0.66;43317.00;0.08;7.00;42.00;1.00;43284.00;0.73;10.00;7.00
43200.00;0.58;0.61;43253.00;0.08;11.00;24.00;1.00;42430.00;0.69;9.00;5.00
43169.00;0.34;0.52;43314.00;0.16;15.00;75.00;1.00;43160.00;0.64;43199.00;5.00
43199.00;0.27;0.53;43192.00;0.07;6.00;18.00;1.00;43134.00;41275.00;12.00;7.00
43349.00;0.77;0.02;43161.00;0.06;35.00;63.00;1.00;20880.00;0.78;43352.00;5.00
43350.00;0.24;0.40;43252.00;0.06;11.00;25.00;1.00;11749.00;0.87;43289.00;6.00
43109.00;0.28;0.48;43313.00;0.07;26.00;46.00;1.00;11749.00;43191.00;43261.00;6.00
43197.00;0.55;0.22;43133.00;0.11;12.00;72.00;1.00;43223.00;0.63;43140.00;5.00
14.00;0.41;0.63;43315.00;0.09;6.00;47.00;1.00;43103.00;0.81;43322.00;6.00
43231.00;0.54;0.71;43194.00;0.12;6.00;15.00;1.00;43103.00;0.83;43323.00;7.00
43231.00;0.45;0.50;3.00;0.08;19.00;47.00;1.00;46082.00;43405.00;11.00;6.00
43199.00;0.27;0.53;43192.00;0.07;6.00;18.00;1.00;43134.00;41275.00;12.00;7.00
43201.00;0.63;0.66;43137.00;0.09;6.00;24.00;1.00;43407.00;0.99;43172.00;6.00
43167.00;0.42;0.38;43222.00;0.09;24.00;60.00;1.00;11383.00;0.70;43322.00;6.00
43167.00;0.26;0.42;2.00;0.08;11.00;27.00;1.00;44256.00;0.80;43199.00;6.00
43294.00;0.42;0.68;43345.00;0.09;17.00;43.00;1.00;43254.00;0.80;10.00;6.00
43167.00;0.26;0.42;2.00;0.08;11.00;27.00;1.00;44256.00;0.80;43199.00;6.00
43167.00;0.26;0.42;2.00;0.08;11.00;27.00;1.00;44256.00;0.80;43199.00;6.00
43288.00;0.51;0.28;43102.00;0.09;23.00;54.00;1.00;15401.00;0.74;43140.00;5.00
43197.00;0.63;0.07;43192.00;0.09;11.00;37.00;1.00;15766.00;0.76;43290.00;6.00
43319.00;0.54;0.26;2.00;0.09;23.00;48.00;1.00;15036.00;0.74;43140.00;6.00
43167.00;0.66;0.15;43344.00;0.08;17.00;42.00;1.00;11383.00;0.54;43260.00;6.00
43319.00;0.46;0.26;43344.00;0.09;23.00;53.00;1.00;15766.00;0.74;43140.00;6.00
43260.00;0.38;0.31;43222.00;0.10;16.00;49.00;1.00;43525.00;0.70;10.00;7.00
43256.00;0.85;0.05;43191.00;0.05;12.00;88.00;0.99;20515.00;0.82;43355.00;8.00
43294.00;0.42;0.68;43345.00;0.09;17.00;43.00;1.00;43254.00;0.80;10.00;6.00
43229.00;0.37;0.52;2.00;0.08;6.00;26.00;1.00;43160.00;0.51;43229.00;5.00
43198.00;0.67;0.61;2.00;0.11;13.00;95.00;1.00;42430.00;0.54;43109.00;5.00
43293.00;0.60;0.65;43161.00;0.06;6.00;25.00;1.00;43162.00;0.57;43352.00;5.00
12.00;0.37;0.76;43135.00;0.07;7.00;38.00;1.00;44621.00;0.60;13.00;7.00
43257.00;0.74;0.02;43350.00;0.12;68.00;124.00;1.00;17227.00;0.53;43352.00;5.00
43231.00;0.59;0.59;43253.00;0.09;13.00;49.00;1.00;43160.00;0.65;11.00;6.00
43231.00;0.59;0.59;43253.00;0.09;13.00;49.00;1.00;43160.00;0.65;11.00;6.00
43289.00;0.77;0.22;43161.00;0.06;9.00;42.00;1.00;43103.00;0.55;43199.00;5.00
43257.00;0.74;0.02;43350.00;0.12;68.00;124.00;1.00;17227.00;0.53;43352.00;5.00
43288.00;0.26;0.30;43282.00;0.06;20.00;38.00;0.99;47178.00;0.47;43322.00;6.00
43143.00;0.48;0.54;43253.00;0.09;19.00;64.00;1.00;43103.00;0.61;43230.00;6.00
43201.00;0.60;0.49;43283.00;0.09;10.00;41.00;1.00;42064.00;0.63;43230.00;6.00
43288.00;0.69;0.05;43283.00;0.08;15.00;27.00;1.00;46082.00;0.61;43109.00;5.00
43289.00;0.31;0.46;43191.00;0.06;11.00;25.00;1.00;13210.00;0.76;43110.00;6.00
43321.00;0.44;0.47;43222.00;0.06;9.00;28.00;1.00;45352.00;0.65;43322.00;6.00
12.00;0.39;0.66;3.00;0.09;12.00;30.00;1.00;43160.00;0.63;43322.00;7.00
43200.00;0.34;0.58;43284.00;0.17;6.00;16.00;1.00;43525.00;0.70;43170.00;6.00
43232.00;0.46;0.49;43224.00;0.07;26.00;49.00;1.00;43223.00;0.57;43260.00;4.00
9.00;0.43;0.34;43222.00;0.08;26.00;86.00;1.00;13940.00;0.62;43229.00;6.00
43109.00;0.45;0.35;43192.00;0.08;23.00;78.00;1.00;13940.00;0.62;43229.00;5.00
43107.00;0.74;0.16;43344.00;0.10;15.00;77.00;1.00;46447.00;0.64;43168.00;5.00
43352.00;0.40;0.53;43287.00;0.10;6.00;19.00;1.00;46447.00;0.82;43292.00;7.00
43320.00;0.52;0.34;43283.00;0.09;24.00;122.00;1.00;46082.00;0.61;43229.00;5.00
43259.00;0.73;0.24;43257.00;0.12;31.00;134.00;1.00;11749.00;43282.00;43168.00;5.00
43261.00;0.48;0.64;43133.00;0.11;6.00;20.00;1.00;46082.00;0.66;43292.00;6.00
7.00;0.58;0.12;43344.00;0.09;34.00;124.00;1.00;16132.00;0.48;43230.00;5.00
43354.00;0.38;0.51;2.00;0.12;7.00;20.00;1.00;45352.00;0.76;43200.00;6.00
43318.00;0.77;0.00;43313.00;0.07;34.00;52.00;1.00;22706.00;0.68;43352.00;5.00
43229.00;0.56;0.33;43192.00;0.09;35.00;67.00;1.00;46813.00;0.73;43323.00;7.00
43257.00;0.84;0.03;43161.00;0.06;32.00;48.00;1.00;19054.00;0.56;43171.00;7.00
43288.00;0.96;0.20;2.00;0.05;15.00;60.00;1.00;13210.00;0.44;43353.00;5.00
43230.00;0.24;0.47;43102.00;0.07;6.00;24.00;1.00;42064.00;0.90;11.00;7.00
43288.00;0.96;0.20;2.00;0.05;15.00;60.00;1.00;13210.00;0.44;43353.00;5.00
43257.00;0.84;0.03;43161.00;0.06;32.00;48.00;1.00;19054.00;0.56;43171.00;7.00
43196.00;0.67;0.08;43102.00;0.05;19.00;48.00;0.99;17958.00;0.49;43201.00;6.00
43229.00;0.78;0.22;43344.00;0.08;6.00;32.00;1.00;46082.00;0.56;43261.00;6.00
43109.00;0.52;0.33;43160.00;0.07;9.00;30.00;1.00;45352.00;0.60;43168.00;5.00
43324.00;0.84;0.63;43192.00;0.09;13.00;35.00;1.00;43103.00;0.60;43200.00;6.00
43230.00;0.24;0.47;43102.00;0.07;6.00;24.00;1.00;42064.00;0.90;11.00;7.00
43319.00;0.55;0.35;43133.00;0.07;21.00;66.00;1.00;45717.00;0.56;43140.00;5.00
43354.00;0.37;0.69;43161.00;0.08;12.00;24.00;1.00;3.00;0.65;43324.00;6.00
43171.00;0.39;0.63;43161.00;0.09;6.00;18.00;1.00;42430.00;0.49;43229.00;5.00
43200.00;0.41;0.55;43134.00;0.08;22.00;54.00;1.00;42064.00;0.89;43352.00;6.00
43171.00;0.39;0.63;43161.00;0.09;6.00;18.00;1.00;42430.00;0.49;43229.00;5.00
8.00;0.67;0.30;2.00;0.06;38.00;62.00;1.00;46082.00;0.56;43141.00;6.00
43111.00;0.45;0.73;43134.00;0.07;6.00;22.00;1.00;42795.00;0.66;43142.00;6.00
43200.00;0.41;0.55;43134.00;0.08;22.00;54.00;1.00;42064.00;0.89;43352.00;6.00
7.00;0.62;0.18;43221.00;0.06;7.00;50.00;1.00;43315.00;0.60;43168.00;5.00
43263.00;0.31;0.72;43133.00;0.07;6.00;29.00;1.00;32174.00;0.82;43321.00;8.00
43354.00;0.40;0.65;42036.00;0.07;7.00;27.00;1.00;43254.00;0.68;43170.00;6.00
43266.00;0.69;0.76;43284.00;0.10;6.00;43.00;1.00;34731.00;0.68;43142.00;7.00
10.00;0.44;0.49;43283.00;0.08;11.00;19.00;1.00;44986.00;0.63;43262.00;7.00
43164.00;0.57;0.01;43282.00;0.05;5.00;27.00;0.99;20880.00;0.84;43232.00;7.00
43229.00;0.74;0.10;43102.00;0.08;6.00;31.00;1.00;44986.00;0.56;43110.00;6.00
43232.00;0.38;0.60;43253.00;0.08;31.00;72.00;1.00;43103.00;0.73;43230.00;5.00
43168.00;0.48;0.29;43102.00;0.13;6.00;16.00;1.00;44621.00;0.72;43142.00;5.00
43259.00;0.53;0.22;2.00;0.10;7.00;27.00;1.00;43134.00;0.56;43141.00;6.00
43354.00;0.39;0.69;43314.00;0.10;17.00;35.00;1.00;43103.00;0.61;43322.00;6.00
43354.00;0.39;0.69;43314.00;0.10;17.00;35.00;1.00;43103.00;0.61;43322.00;6.00
43198.00;0.37;0.53;43313.00;0.41;9.00;26.00;1.00;43254.00;43252.00;43109.00;6.00
43318.00;0.56;0.03;43282.00;0.08;18.00;35.00;1.00;16132.00;0.63;10.00;6.00
43200.00;0.33;0.63;43314.00;0.08;5.00;22.00;1.00;46082.00;0.74;43142.00;7.00
7.00;0.23;0.40;43252.00;0.06;21.00;67.00;1.00;43223.00;0.63;43111.00;5.00
43170.00;0.62;0.67;43136.00;0.09;6.00;19.00;1.00;44621.00;0.69;43203.00;8.00
43351.00;0.59;0.39;43161.00;0.10;5.00;22.00;1.00;13575.00;0.58;43169.00;5.00
43140.00;0.63;0.21;43283.00;0.10;29.00;65.00;1.00;46813.00;0.58;43260.00;5.00
43200.00;0.33;0.63;43314.00;0.08;5.00;22.00;1.00;46082.00;0.74;43142.00;7.00
43262.00;0.58;0.66;43133.00;0.07;10.00;47.00;1.00;45717.00;0.57;9.00;3.00
43140.00;0.43;0.52;43161.00;0.08;14.00;23.00;1.00;12844.00;0.61;43170.00;6.00
43167.00;0.62;0.22;43253.00;0.09;6.00;19.00;1.00;46082.00;0.61;43168.00;5.00
11.00;0.26;0.68;20121.00;0.09;10.00;25.00;1.00;43160.00;0.61;43323.00;5.00
43108.00;0.66;0.70;43133.00;0.10;25.00;129.00;1.00;43315.00;0.53;9.00;5.00
43231.00;0.32;0.54;43102.00;0.08;5.00;15.00;1.00;35827.00;0.70;43140.00;6.00
10.00;0.29;0.40;43345.00;0.10;10.00;26.00;1.00;17593.00;0.91;43290.00;5.00
43169.00;0.50;0.42;2.00;0.07;21.00;51.00;1.00;42430.00;0.72;43231.00;6.00
43320.00;0.46;0.45;43253.00;0.07;7.00;18.00;0.99;11749.00;0.79;14.00;6.00
43201.00;0.36;0.69;43102.00;0.09;6.00;21.00;1.00;42795.00;0.62;43140.00;6.00
43289.00;0.82;0.02;43132.00;0.07;36.00;48.00;1.00;43134.00;0.58;43321.00;5.00
13.00;0.32;0.65;43253.00;0.09;15.00;47.00;1.00;43223.00;0.61;43261.00;5.00
43260.00;0.54;0.42;43192.00;0.08;25.00;52.00;1.00;43134.00;0.71;43201.00;6.00
43232.00;0.37;0.55;43253.00;0.08;25.00;68.00;1.00;42064.00;0.82;43200.00;6.00
43352.00;0.35;0.55;43102.00;0.06;5.00;14.00;1.00;46082.00;0.79;43261.00;5.00
43230.00;0.28;0.51;43282.00;0.08;10.00;24.00;1.00;43134.00;0.89;43199.00;6.00
43260.00;0.68;0.24;43133.00;0.09;5.00;28.00;1.00;41699.00;0.60;43141.00;5.00
43168.00;0.27;0.41;2.00;0.09;6.00;16.00;1.00;46813.00;0.70;43290.00;5.00
43200.00;0.24;0.49;43313.00;0.08;6.00;20.00;1.00;43160.00;43252.00;11.00;6.00
43260.00;0.68;0.24;43133.00;0.09;5.00;28.00;1.00;41699.00;0.60;43141.00;5.00
43199.00;0.69;0.11;43283.00;0.08;6.00;31.00;1.00;43525.00;0.70;43110.00;6.00
43261.00;0.28;0.39;43235.00;0.07;6.00;23.00;1.00;43437.00;0.66;43140.00;5.00
43199.00;0.30;0.56;43314.00;0.08;6.00;17.00;1.00;42064.00;0.92;43292.00;8.00
43261.00;0.36;0.59;43133.00;0.15;6.00;18.00;1.00;43193.00;43221.00;43199.00;5.00
43261.00;0.36;0.60;43133.00;0.15;7.00;18.00;1.00;43193.00;43252.00;43199.00;5.00
43261.00;0.44;0.68;43104.00;0.11;6.00;24.00;1.00;43254.00;0.66;43203.00;6.00
43141.00;0.67;0.39;43344.00;0.05;6.00;17.00;1.00;42795.00;0.47;10.00;5.00
43141.00;0.67;0.39;43344.00;0.05;6.00;17.00;1.00;42795.00;0.47;10.00;5.00
43141.00;0.65;0.36;43313.00;0.05;5.00;14.00;1.00;42795.00;0.42;10.00;6.00
43262.00;0.32;0.55;43314.00;0.08;35.00;67.00;1.00;11749.00;0.92;43322.00;7.00
43168.00;0.39;0.40;43253.00;0.07;10.00;26.00;1.00;12479.00;0.75;43141.00;6.00
43168.00;0.78;0.27;43314.00;0.08;24.00;56.00;1.00;11383.00;0.67;43261.00;6.00
43140.00;0.41;0.50;43222.00;0.06;12.00;25.00;1.00;12479.00;0.79;43172.00;7.00
43351.00;0.40;0.51;43253.00;0.05;13.00;27.00;1.00;11749.00;0.90;43203.00;7.00
43289.00;0.69;0.31;3.00;0.09;23.00;81.00;1.00;17593.00;0.74;43262.00;6.00
43226.00;0.39;0.23;43167.00;0.05;28.00;91.00;1.00;16132.00;0.55;43112.00;6.00
43291.00;0.35;0.53;43253.00;0.07;5.00;16.00;1.00;42064.00;0.65;11.00;8.00
43319.00;0.52;0.25;43344.00;0.08;14.00;38.00;1.00;15766.00;0.65;9.00;6.00
43138.00;0.34;0.32;43222.00;0.09;43.00;113.00;1.00;11749.00;0.79;43111.00;5.00
43291.00;0.35;0.53;43253.00;0.07;5.00;16.00;1.00;42064.00;0.65;11.00;8.00
43289.00;0.69;0.31;3.00;0.09;23.00;81.00;1.00;17593.00;0.74;43262.00;6.00
43319.00;0.52;0.25;43344.00;0.08;14.00;38.00;1.00;15766.00;0.65;9.00;6.00
43200.00;0.44;0.73;20241.00;0.07;38.00;76.00;1.00;42795.00;0.85;12.00;7.00
43200.00;0.44;0.73;20241.00;0.07;38.00;76.00;1.00;42795.00;0.85;12.00;7.00
43230.00;0.26;0.47;43344.00;0.08;6.00;24.00;1.00;43160.00;43191.00;43353.00;7.00
43230.00;0.24;0.42;43313.00;0.08;6.00;22.00;1.00;44256.00;43221.00;43322.00;7.00
43141.00;0.49;0.63;43345.00;0.07;10.00;26.00;1.00;42430.00;0.78;43232.00;7.00
43200.00;0.24;0.46;43313.00;0.08;6.00;21.00;1.00;45717.00;43132.00;43322.00;7.00
43142.00;0.67;0.55;43161.00;0.08;6.00;13.00;1.00;42795.00;0.71;43229.00;6.00
10.00;0.59;0.31;43133.00;0.09;26.00;62.00;1.00;43160.00;0.63;43141.00;6.00
43172.00;0.29;0.75;43314.00;0.08;23.00;43.00;1.00;43193.00;0.68;43201.00;7.00
43202.00;0.42;0.49;43255.00;0.07;19.00;43.00;1.00;43134.00;0.61;43229.00;5.00
10.00;0.59;0.31;43133.00;0.09;26.00;62.00;1.00;43160.00;0.63;43141.00;6.00
43291.00;0.40;0.48;43102.00;0.13;15.00;49.00;1.00;43162.00;0.81;43290.00;6.00
43230.00;0.51;0.64;43192.00;0.11;6.00;15.00;1.00;43346.00;0.66;43323.00;7.00
43230.00;0.51;0.64;43192.00;0.11;6.00;15.00;1.00;43346.00;0.66;43323.00;7.00
43228.00;0.66;0.49;43106.00;0.12;34.00;151.00;1.00;11383.00;41640.00;43168.00;5.00
43232.00;0.60;0.49;43163.00;0.10;5.00;14.00;1.00;45717.00;0.74;43354.00;6.00
43200.00;0.61;0.49;43102.00;0.20;5.00;16.00;1.00;42430.00;0.63;43198.00;3.00
43353.00;0.21;0.49;43314.00;0.09;11.00;32.00;1.00;44621.00;0.68;43292.00;6.00
43166.00;0.37;0.49;43222.00;0.09;39.00;106.00;1.00;13210.00;0.78;11.00;5.00
43321.00;0.25;0.49;43283.00;0.09;15.00;33.00;1.00;15401.00;0.90;10.00;6.00
43258.00;0.41;0.49;2.00;0.09;16.00;43.00;1.00;17593.00;0.64;43109.00;5.00
43139.00;0.39;0.49;43161.00;0.10;47.00;133.00;1.00;13940.00;0.99;43321.00;5.00
43168.00;0.40;0.49;43222.00;0.09;38.00;142.00;1.00;44621.00;0.55;43199.00;5.00
43140.00;0.43;0.49;43192.00;0.09;23.00;116.00;1.00;44986.00;0.64;43229.00;5.00
43200.00;0.64;0.24;43314.00;0.11;29.00;53.00;1.00;45352.00;0.67;43352.00;5.00
43166.00;0.37;0.49;43222.00;0.09;39.00;106.00;1.00;13210.00;0.78;11.00;5.00
7.00;0.38;0.49;43222.00;0.10;33.00;85.00;1.00;14305.00;0.77;43201.00;6.00
43139.00;0.42;0.49;43253.00;0.08;32.00;55.00;1.00;12479.00;0.75;43289.00;6.00
43352.00;0.63;0.24;43192.00;0.08;6.00;33.00;1.00;43346.00;0.57;43199.00;5.00
43109.00;0.22;0.24;43102.00;0.08;1.00;28.00;1.00;15036.00;0.87;43169.00;6.00
43354.00;0.38;0.49;43283.00;0.10;12.00;42.00;1.00;42430.00;0.61;43169.00;5.00
43354.00;0.38;0.49;43283.00;0.10;12.00;42.00;1.00;42430.00;0.61;43169.00;5.00
43169.00;0.27;0.24;43102.00;0.07;15.00;33.00;1.00;44621.00;0.66;43324.00;6.00
10.00;0.48;0.24;43283.00;0.10;13.00;32.00;1.00;46813.00;0.56;10.00;6.00
43109.00;0.22;0.24;43102.00;0.08;1.00;28.00;1.00;15036.00;0.87;43169.00;6.00
